Description,List_Price,Model,Milleage,Gear_Type,Location,Price,Mileage,Year,State,Brand,Origin,Engine_L
2020/2021 Mitsubishi Triton 2.4 VGT Dual Cab Pickup Truck - VGT HS FULL SERVICE RECORD UNDER WARRANTY TILL 2025 NO OFF ROAD PUSHSTART 4X4,"RM 91,800",Mitsubishi Triton,90 - 95K KM,Automatic,"Kuala Lumpur, Cheras",91800.0,92500.0,2020.0,Kuala Lumpur,Mitsubishi,Asian,2.4
2016 Honda Accord 2.0 i-VTEC VTi-L Sedan - FULL SERVICE 1 OWNER,"RM 56,800",Honda Accord,80 - 85K KM,Automatic,"Kuala Lumpur, Cheras",56800.0,82500.0,2016.0,Kuala Lumpur,Honda,Asian,2.0
2017 Volkswagen Passat 1.8 280 TSI Comfortline Plus Sedan - WARRANTY LEATHER SEAT,"RM 53,800",Volkswagen Passat,55 - 60K KM,Automatic,"Kuala Lumpur, Cheras",53800.0,57500.0,2017.0,Kuala Lumpur,Volkswagen,Continental,1.8
2019 Mercedes-Benz C200 1.5 Avantgarde Sedan,"RM 151,800",Mercedes-Benz C200,55 - 60K KM,Automatic,"Kuala Lumpur, Cheras",151800.0,57500.0,2019.0,Kuala Lumpur,Mercedes-Benz,Continental,1.5
2014 Honda City 1.5 E i-VTEC Sedan - PUSHSTART ECON MODE,"RM 35,800",Honda City,140 - 145K KM,Automatic,"Kuala Lumpur, Cheras",35800.0,142500.0,2014.0,Kuala Lumpur,Honda,Asian,1.5
"2014 Peugeot 208 1.6 Allure Hatchback - 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL","RM 19,800",Peugeot 208,95 - 100K KM,Automatic,"Penang, Sungai Nibong",19800.0,97500.0,2014.0,Penang,Peugeot,Continental,1.6
"2017 BMW X1 2.0 sDrive20i Sport Line SUV - sDrive20i - 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL","RM 88,800",BMW X1,120 - 125K KM,Automatic,"Penang, Sungai Nibong",88800.0,122500.0,2017.0,Penang,BMW,Continental,2.0
"2017 Mercedes-Benz GLC200 2.0 Exclusive SUV - X253 - 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL","RM 159,800",Mercedes-Benz GLC200,85 - 90K KM,Automatic,"Penang, Sungai Nibong",159800.0,87500.0,2017.0,Penang,Mercedes-Benz,Continental,2.0
2018 Honda Jazz 1.5 E i-VTEC Hatchback - (A) 1 YEAR WARRANTY,"RM 59,800",Honda Jazz,85 - 90K KM,Automatic,"Penang, Bukit Mertajam",59800.0,87500.0,2018.0,Penang,Honda,Asian,1.5
2017 MINI Countryman 2.0 Cooper S SUV - (A),"RM 136,800",MINI Countryman,85 - 90K KM,Automatic,"Penang, Bukit Mertajam",136800.0,87500.0,2017.0,Penang,MINI,Continental,2.0
2014 Audi Q5 2.0 TFSI Quattro SUV - CASH OTR (A) PADDLE SHIFT PUSH START POWER BOOT 1 YEAR WARRANTY,"RM 45,800",Audi Q5,85 - 90K KM,Automatic,"Selangor, Klang",45800.0,87500.0,2014.0,Selangor,Audi,Continental,2.0
2015/2020 Toyota Harrier 2.0 Elegance SUV - 2020 - - - Modellista Body Kit - Alpine Players - One Year Warranty,"RM 94,800",Toyota Harrier,80 - 85K KM,Automatic,"Kuala Lumpur, Tmn Desa",94800.0,82500.0,2015.0,Kuala Lumpur,Toyota,Asian,2.0
"2014 Mitsubishi ASX 2.0 SUV - , PANAROMIC ROOF , PUSH START , LEATHER SEAT, FULL JAPAN IN","RM 33,999",Mitsubishi ASX,90 - 95K KM,Automatic,"Selangor, Puchong",33999.0,92500.0,2014.0,Selangor,Mitsubishi,Asian,2.0
2015 Mercedes-Benz E300 2.1 BlueTEC Sedan,"RM 65,800",Mercedes-Benz E300,130 - 135K KM,Automatic,"Johor, Johor Bahru",65800.0,132500.0,2015.0,Johor,Mercedes-Benz,Continental,2.1
"2013 Hyundai Sonata 2.0 Executive Plus Sedan - RAYA SALE PANORAMIC SUNROOF, LF MODEL, CAR KING CONDITION, COME WITH WARRANTY, NEGO UNTIL LET GO","RM 27,999",Hyundai Sonata,105 - 110K KM,Automatic,"Selangor, Puchong",27999.0,107500.0,2013.0,Selangor,Hyundai,Asian,2.0
2020/2021 Proton X70 1.8 TGDI Premium SUV - (CKD) FULL SPEC DCT 7-SPEED GEAR BOX NAPPA LEATHER SEAT,"RM 72,800",Proton X70,70 - 75K KM,Automatic,"Selangor, Seri Kembangan",72800.0,72500.0,2020.0,Selangor,Proton,Asian,1.8
2016/2017 Isuzu D-Max 2.5 Dual Cab Pickup Truck - SINGLE CAP 2-DOOR DMAX 4x4 SPEC HILUX NAVARA TRITON RANGER,"RM 53,800",Isuzu D-Max,75 - 80K KM,Manual,"Selangor, Seri Kembangan",53800.0,77500.0,2016.0,Selangor,Isuzu,Asian,2.5
2020 Toyota Granace 2.8 MPV - Carlist Qualified,"RM 298,000",Toyota Granace,30 - 35K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",298000.0,32500.0,2020.0,Kuala Lumpur,Toyota,Asian,2.8
2020 Audi Q7 3.0 TFSI Quattro SUV - S-Line 55,"RM 438,000",Audi Q7,35 - 40K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",438000.0,37500.0,2020.0,Kuala Lumpur,Audi,Continental,3.0
2016 Mazda 3 2.0 SKYACTIV-G GL Sedan - 3TAHUN WARRANTY,"RM 49,900",Mazda 3,105 - 110K KM,Automatic,"Penang, Butterworth",49900.0,107500.0,2016.0,Penang,Mazda,Asian,2.0
"2015 Honda HR-V 1.8 i-VTEC E SUV - 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL","RM 54,800",Honda HR-V,105 - 110K KM,Automatic,"Penang, Sungai Nibong",54800.0,107500.0,2015.0,Penang,Honda,Asian,1.8
2015 Mercedes-Benz CLA200 1.6 Coupe,"RM 101,800",Mercedes-Benz CLA200,105 - 110K KM,Automatic,"Penang, Sungai Nibong",101800.0,107500.0,2015.0,Penang,Mercedes-Benz,Continental,1.6
"2014 Toyota Vios 1.5 G Sedan - (A) - 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL","RM 43,800",Toyota Vios,90 - 95K KM,Automatic,"Penang, Sungai Nibong",43800.0,92500.0,2014.0,Penang,Toyota,Asian,1.5
2017 MINI 2.0 Cooper S Works 210 Convertible - John Cooper Works,"RM 158,800",MINI,55 - 60K KM,Automatic,"Penang, Sungai Nibong",158800.0,57500.0,2017.0,Penang,MINI,Continental,2.0
2014 Honda City 1.5 E i-VTEC Sedan - FULL SERVICE RECORD BY MALAYSIA,"RM 39,800",Honda City,75 - 80K KM,Automatic,"Penang, Sungai Nibong",39800.0,77500.0,2014.0,Penang,Honda,Asian,1.5
"2016 Mazda CX-5 2.0 SKYACTIV-G GLS SUV - CX5 , FULL SERVICE RECORD, TIPTOP CONDITION, LIKE NEW CAR, WARRANTY PROVIDED","RM 63,999",Mazda CX-5,130 - 135K KM,Automatic,"Selangor, Puchong",63999.0,132500.0,2016.0,Selangor,Mazda,Asian,2.0
"2014/2016 Toyota Harrier 2.0 Premium Advanced SUV - JBL SOUND SYSTEM, POWER BOOT, CAR KING, PRE COLLISION SYSTEM, REGISTER 2016 UNIT, CAR KING","RM 104,999",Toyota Harrier,80 - 85K KM,Automatic,"Selangor, Puchong",104999.0,82500.0,2014.0,Selangor,Toyota,Asian,2.0
"2018 BMW 330e 2.0 M Sport Sedan - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 89,800",BMW 330e,100 - 105K KM,Automatic,"Penang, Bukit Mertajam",89800.0,102500.0,2018.0,Penang,BMW,Continental,2.0
2017 Honda Jazz 1.5 E i-VTEC Hatchback - (A),"RM 56,800",Honda Jazz,105 - 110K KM,Automatic,"Penang, Sungai Nibong",56800.0,107500.0,2017.0,Penang,Honda,Asian,1.5
2018 Lexus RX300 2.0 Premium SUV - (A) 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT,"RM 218,000",Lexus RX300,105 - 110K KM,Automatic,"Penang, Greenlane",218000.0,107500.0,2018.0,Penang,Lexus,Asian,2.0
"2015 Honda Jazz 1.5 V i-VTEC Hatchback - MODULO BODYKITS, ANDROID PLAYER WITH REVERSE CAMERA, CAR KING WITH WARRANTY RAMADHAN SALE","RM 49,999",Honda Jazz,85 - 90K KM,Automatic,"Selangor, Puchong",49999.0,87500.0,2015.0,Selangor,Honda,Asian,1.5
"2014 Toyota Vios 1.5 J Sedan - , FULL CAR BLACK BODYKITS, NICE LOOK, BLACK SPORT RIMS, ANDROID PLAYER, REVERSE CAMERA, MERDEKA SALE, OFFER","RM 37,999",Toyota Vios,90 - 95K KM,Automatic,"Selangor, Puchong",37999.0,92500.0,2014.0,Selangor,Toyota,Asian,1.5
2015 Nissan X-Trail 2.0 SUV - L (A) CVT IMPUL Full Bodykit,"RM 44,800",Nissan X-Trail,75 - 80K KM,Automatic,"Selangor, Serdang",44800.0,77500.0,2015.0,Selangor,Nissan,Asian,2.0
2017 Mercedes-Benz E250 2.0 Avantgarde Sedan - (A),"RM 185,000",Mercedes-Benz E250,50 - 55K KM,Automatic,"Penang, Greenlane",185000.0,52500.0,2017.0,Penang,Mercedes-Benz,Continental,2.0
"2014/2019 Toyota Alphard 2.4 G MPV - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 109,800",Toyota Alphard,140 - 145K KM,Automatic,"Penang, Bukit Mertajam",109800.0,142500.0,2014.0,Penang,Toyota,Asian,2.4
2013 Honda Civic 2.0 S i-VTEC Sedan - (A) MUGEN BODYKIT 1 YEAR WARRANTY,"RM 39,800",Honda Civic,95 - 100K KM,Automatic,"Penang, Sungai Nibong",39800.0,97500.0,2013.0,Penang,Honda,Asian,2.0
2015 BMW X5 3.0 xDrive35i SUV,"RM 125,800",BMW X5,85 - 90K KM,Automatic,"Johor, Johor Bahru",125800.0,87500.0,2015.0,Johor,BMW,Continental,3.0
2018 Peugeot 3008 1.6 THP Allure SUV,"RM 62,800",Peugeot 3008,70 - 75K KM,Automatic,"Kuala Lumpur, Cheras",62800.0,72500.0,2018.0,Kuala Lumpur,Peugeot,Continental,1.6
2014 BMW 320i 2.0 Sport Line Sedan - Sport (A) CKD,"RM 64,800",BMW 320i,120 - 125K KM,Automatic,"Penang, Perai",64800.0,122500.0,2014.0,Penang,BMW,Continental,2.0
2016 Mazda CX-3 2.0 SKYACTIV SUV - CAR KING,"RM 59,999",Mazda CX-3,40 - 45K KM,Automatic,"Johor, Skudai",59999.0,42500.0,2016.0,Johor,Mazda,Asian,2.0
2017 BMW 330e 2.0 M Sport Sedan - ORIGINAL SUNROOF EASY LOAN,"RM 79,999",BMW 330e,65 - 70K KM,Automatic,"Johor, Skudai",79999.0,67500.0,2017.0,Johor,BMW,Continental,2.0
2012/2013 Nissan Navara 2.5 Dual Cab Pickup Truck - 4w 4x4 LE (A) Warranty for 1 YEAR GUARANTEE No Accident No Total Lost No Flood 5 Days Money back Guarantee,"RM 33,800",Nissan Navara,105 - 110K KM,Automatic,"Kuala Lumpur, Setapak",33800.0,107500.0,2012.0,Kuala Lumpur,Nissan,Asian,2.5
"2017 BMW X6 3.0 xDrive35i M Sport SUV - M-SPORT WTY 2025 ,CRYSTAL WHITE IN COLOUR,FULL LEATHER SEAT,POWER BOOT,ONE OF DATIN D OWNER","RM 178,000",BMW X6,115 - 120K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",178000.0,117500.0,2017.0,Kuala Lumpur,BMW,Continental,3.0
2019 BMW 530e 2.0 M Sport Sedan,"RM 162,000",BMW 530e,40 - 45K KM,Automatic,"Johor, Johor Bahru",162000.0,42500.0,2019.0,Johor,BMW,Continental,2.0
2016 Mitsubishi Triton 2.4 VGT Adventure Dual Cab Pickup Truck - VGT Adventure 4X4 HS NO OFF ROAD FULL LEATHER SEAT PADDLE SHIFT PUSHSTART POWER ADJUST SEAT REVERSE CAM,"RM 65,800",Mitsubishi Triton,70 - 75K KM,Automatic,"Kuala Lumpur, Cheras",65800.0,72500.0,2016.0,Kuala Lumpur,Mitsubishi,Asian,2.4
2015 BMW 328i 2.0 M Sport Sedan - CKD PADDLE SHIFT PUSHSTART FULL RED LEATHER SEAT FULL BODY KIT W SPOILER,"RM 79,800",BMW 328i,120 - 125K KM,Automatic,"Kuala Lumpur, Cheras",79800.0,122500.0,2015.0,Kuala Lumpur,BMW,Continental,2.0
2018 Honda City 1.5 V i-VTEC Sedan - FACELIFT PADDLE SHIFT FULL LEATHER SEAT REVERSE CAM,"RM 58,800",Honda City,110 - 115K KM,Automatic,"Kuala Lumpur, Cheras",58800.0,112500.0,2018.0,Kuala Lumpur,Honda,Asian,1.5
2018 Mitsubishi Triton 2.4 VGT Athlete Dual Cab Pickup Truck - VGT Athlete (A) 1 YEAR WARRANTY,"RM 77,000",Mitsubishi Triton,105 - 110K KM,Automatic,"Penang, Greenlane",77000.0,107500.0,2018.0,Penang,Mitsubishi,Asian,2.4
2019 Honda City 1.5 V i-VTEC Sedan - PADDLE SHIFT 1 OWNER WARRANTY,"RM 59,800",Honda City,50 - 55K KM,Automatic,"Kuala Lumpur, Cheras",59800.0,52500.0,2019.0,Kuala Lumpur,Honda,Asian,1.5
2019/2021 Porsche Cayenne 2.9 S Coupe - Sunroof Facelift Gls Premium Full Spec Warranty for 3YEARS 5 Days Cash Back,"RM 638,800",Porsche Cayenne,10 - 15K KM,Automatic,"Kuala Lumpur, Setapak",638800.0,12500.0,2019.0,Kuala Lumpur,Porsche,Continental,2.9
2014 Honda City 1.5 E i-VTEC Sedan - L AUTO (WARRANTY PROVIDED),"RM 39,800",Honda City,95 - 100K KM,Automatic,"Selangor, Petaling Jaya",39800.0,97500.0,2014.0,Selangor,Honda,Asian,1.5
2014 Mazda CX-5 2.0 SKYACTIV-G Mid Spec SUV - L AUTO,"RM 47,800",Mazda CX-5,90 - 95K KM,Automatic,"Selangor, Petaling Jaya",47800.0,92500.0,2014.0,Selangor,Mazda,Asian,2.0
2013 Mazda 6 2.0 SKYACTIV-G Sedan,"RM 48,800",Mazda 6,90 - 95K KM,Automatic,"Melaka, Melaka",48800.0,92500.0,2013.0,Melaka,Mazda,Asian,2.0
2015 Porsche Macan 3.0 S SUV - 340-BHP 460-NM FULL SPEC 3.6 TURBO 2.0,"RM 189,900",Porsche Macan,90 - 95K KM,Automatic,"Selangor, Seri Kembangan",189900.0,92500.0,2015.0,Selangor,Porsche,Continental,3.0
2016 Mercedes-Benz C180 1.6 Avantgarde Sedan - (A),"RM 105,000",Mercedes-Benz C180,45 - 50K KM,Automatic,"Penang, Gelugor",105000.0,47500.0,2016.0,Penang,Mercedes-Benz,Continental,1.6
"2015/2017 Toyota Harrier 2.0 Premium Advanced SUV - GREAT DEAL, Recon. 17 - A T","RM 100,000",Toyota Harrier,66000 KM,Automatic,"Selangor, Petaling Jaya",100000.0,66000.0,2015.0,Selangor,Toyota,Asian,2.0
2014 Lexus ES250 2.5 Luxury Sedan - L AUTO (SUNROOF MEMORY SEAT),"RM 85,800",Lexus ES250,80 - 85K KM,Automatic,"Selangor, Petaling Jaya",85800.0,82500.0,2014.0,Selangor,Lexus,Asian,2.5
2015 Nissan Navara 2.5 SE Dual Cab Pickup Truck - SE (M) NP300 4WD 1year Warranty,"RM 45,800",Nissan Navara,70 - 75K KM,Manual,"Selangor, Serdang",45800.0,72500.0,2015.0,Selangor,Nissan,Asian,2.5
2018 Nissan Navara 2.5 SINGLE CAB Pickup Truck - (M) Single Cub 4WD,"RM 54,800",Nissan Navara,65 - 70K KM,Manual,"Selangor, Serdang",54800.0,67500.0,2018.0,Selangor,Nissan,Asian,2.5
2014 Toyota Vellfire 3.5 V L Edition MPV - (A) 1 YEAR WARRANTY,"RM 112,000",Toyota Vellfire,75 - 80K KM,Automatic,"Penang, Greenlane",112000.0,77500.0,2014.0,Penang,Toyota,Asian,3.5
2013 Lexus RX350 3.5 SUV - on the road Offer Paling Cantik (Stok Clearance) - 1 Tahun Warranty,"RM 79,900",Lexus RX350,130 - 135K KM,Automatic,"Selangor, Petaling Jaya",79900.0,132500.0,2013.0,Selangor,Lexus,Asian,3.5
2014 Mazda CX-5 2.0 SKYACTIV-G Mid Spec SUV - Offer Paling Cantik (Stok Clearance) - 1 Tahun Warranty,"RM 39,900",Mazda CX-5,145 - 150K KM,Automatic,"Selangor, Shah Alam",39900.0,147500.0,2014.0,Selangor,Mazda,Asian,2.0
2019 Nissan Serena 2.0 S-Hybrid High-Way Star Impul J Impul MPV - FULL SERVICE RECORD,"RM 90,800",Nissan Serena,110 - 115K KM,Automatic,"Kuala Lumpur, Cheras",90800.0,112500.0,2019.0,Kuala Lumpur,Nissan,Asian,2.0
2015 Audi A3 1.4 TFSI Sedan - S-LINE,"RM 55,999",Audi A3,55 - 60K KM,Automatic,"Johor, Skudai",55999.0,57500.0,2015.0,Johor,Audi,Continental,1.4
2020 Toyota Alphard 2.5 G S C Package MPV - SC 3LED P-SEAT P-BOOT,"RM 235,000",Toyota Alphard,65 - 70K KM,Automatic,"Kuala Lumpur, Cheras",235000.0,67500.0,2020.0,Kuala Lumpur,Toyota,Asian,2.5
2015 Mazda 6 2.5 SKYACTIV-G Sedan - FACELIFT BOSE SYSTEM SUNROOF LOW MILEAGE 1 OWNER,"RM 75,800",Mazda 6,100 - 105K KM,Automatic,"Kuala Lumpur, Cheras",75800.0,102500.0,2015.0,Kuala Lumpur,Mazda,Asian,2.5
2017 Mazda 6 2.5 SKYACTIV-G Sedan - LIMITED CAR KING TIP TOP,"RM 89,999",Mazda 6,60 - 65K KM,Automatic,"Johor, Skudai",89999.0,62500.0,2017.0,Johor,Mazda,Asian,2.5
2016 Toyota Sienta 1.5 V MPV,"RM 53,800",Toyota Sienta,70 - 75K KM,Automatic,"Selangor, Telok Panglima Garang",53800.0,72500.0,2016.0,Selangor,Toyota,Asian,1.5
"2013/2014 Honda City 1.5 S i-VTEC Sedan - i-VTEC ,NEW FACELIFT ,MODULO SPORT BODYKIT , GOOD CONDITION LIKE NEW","RM 25,999",Honda City,90 - 95K KM,Automatic,"Selangor, Puchong",25999.0,92500.0,2013.0,Selangor,Honda,Asian,1.5
2014 Audi A3 1.4 TFSI Sedan - S-LINE RS-3 SPORT TIP-TOP CONDITION,"RM 43,800",Audi A3,145 - 150K KM,Automatic,"Selangor, Seri Kembangan",43800.0,147500.0,2014.0,Selangor,Audi,Continental,1.4
2015/2017 Land Rover Range Rover 5.0 Supercharged Vogue Autobiography SUV,"RM 268,686",Land Rover Range Rover,95 - 100K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",268686.0,97500.0,2015.0,Kuala Lumpur,Land Rover,Continental,5.0
2014 Ford Ranger 2.2 XL Hi-rider Dual Cab Pickup Truck - CASH OTR XL MANUAL DIESEL TURBO 4WD SINGLE CAB 2 DOOR 1 YEAR WARRANTY,"RM 42,800",Ford Ranger,100 - 105K KM,Manual,"Selangor, Klang",42800.0,102500.0,2014.0,Selangor,Ford,Continental,2.2
2015 Ford Ranger 2.2 XL Hi-rider Dual Cab Pickup Truck - CASH OTR XL MANUAL DIESEL TURBO 4WD SINGLE CAB 2 DOOR PICKUP 1 YEAR WARRANTY,"RM 49,800",Ford Ranger,85 - 90K KM,Manual,"Selangor, Klang",49800.0,87500.0,2015.0,Selangor,Ford,Continental,2.2
2015 Peugeot 3008 1.6 SUV - TURBO FACELIFT (A) MOONROOF LOCAL GPS,"RM 26,800",Peugeot 3008,70 - 75K KM,Automatic,"Selangor, Cheras",26800.0,72500.0,2015.0,Selangor,Peugeot,Continental,1.6
2015 Toyota Harrier 2.0 Premium Advanced SUV - JBL POWER BOOTH LEATHER MODELISTA WITH WARRANTY,"RM 91,888",Toyota Harrier,75 - 80K KM,Automatic,"Selangor, Kajang",91888.0,77500.0,2015.0,Selangor,Toyota,Asian,2.0
2016 Nissan Navara 2.5 NP300 Single Cab Pickup Truck - NP300 (M) Single Cub 4WD,"RM 46,800",Nissan Navara,85 - 90K KM,Manual,"Selangor, Serdang",46800.0,87500.0,2016.0,Selangor,Nissan,Asian,2.5
2014 Honda Accord 2.0 i-VTEC VTi-L Sedan - VTIL (A) 5YEARS WARRANTY,"RM 53,800",Honda Accord,110 - 115K KM,Automatic,"Penang, Butterworth",53800.0,112500.0,2014.0,Penang,Honda,Asian,2.0
"2014 Mercedes-Benz E200 2.0 Avantgarde Sedan - (A) CBU, 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT","RM 86,800",Mercedes-Benz E200,80 - 85K KM,Automatic,"Penang, Greenlane",86800.0,82500.0,2014.0,Penang,Mercedes-Benz,Continental,2.0
2013 Audi A6 2.0 TFSI Sedan - (A) HYBRID SUNROOF BOSE SPEAKER FREE WARRANTY,"RM 41,888",Audi A6,130 - 135K KM,Automatic,"Selangor, Puchong",41888.0,132500.0,2013.0,Selangor,Audi,Continental,2.0
2013/2014 BMW 320i 2.0 Luxury Line Sedan - REG 2014 1 OWNER,"RM 50,888",BMW 320i,90 - 95K KM,Automatic,"Selangor, Petaling Jaya",50888.0,92500.0,2013.0,Selangor,BMW,Continental,2.0
"2018 Mercedes-Benz GLC43 AMG 3.0 4MATIC SUV - FULL SERVICE RECORD , FOC WARRANTY 1 YEAR OFFER","RM 187,999",Mercedes-Benz GLC43 AMG,95 - 100K KM,Automatic,"Selangor, Puchong",187999.0,97500.0,2018.0,Selangor,Mercedes-Benz,Continental,3.0
2015 Nissan Serena 2.0 S-Hybrid High-Way Star MPV - PREMIUM SPEC LEATHER SEAT FULL SERVICE RECORD,"RM 56,800",Nissan Serena,105 - 110K KM,Automatic,"Selangor, Puchong",56800.0,107500.0,2015.0,Selangor,Nissan,Asian,2.0
2016 Honda HR-V 1.8 i-VTEC E SUV - (A) WARRANTY 1 YEAR - PUSH START BUTTON - KEYLESS ENTRY - TOUCH SCREEN - 1 OWNER - SELLING CHEAP IN MARKET PLACE,"RM 46,800",Honda HR-V,80 - 85K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",46800.0,82500.0,2016.0,Kuala Lumpur,Honda,Asian,1.8
2018 Mercedes-Benz A200 1.3 Progressive Line Hatchback - ORIGINAL PAINT W177 MODEL CKD CAR,"RM 136,800",Mercedes-Benz A200,95 - 100K KM,Automatic,"Selangor, Seri Kembangan",136800.0,97500.0,2018.0,Selangor,Mercedes-Benz,Continental,1.3
2018 Audi A7 3.0 TFSI Quattro Sportback Hatchback - S7 RS7 TFSI 360 CAM B O SURROND SOUND,"RM 329,800",Audi A7,40 - 45K KM,Automatic,"Perak, Ipoh",329800.0,42500.0,2018.0,Perak,Audi,Continental,3.0
"2013 Toyota Vellfire 3.5 V L Edition MPV - V L VL Edition FULL SPEC (HOME THEATRE ,18 SPEAKERS 360 SURROUND CAMERA COOLBOX)","RM 86,888",Toyota Vellfire,95 - 100K KM,Automatic,"Selangor, Klang",86888.0,97500.0,2013.0,Selangor,Toyota,Asian,3.5
2018 Kia Sportage 2.0 KX SUV - (A) 1 YEAR WARRANTY,"RM 68,800",Kia Sportage,45 - 50K KM,Automatic,"Penang, Bukit Mertajam",68800.0,47500.0,2018.0,Penang,Kia,Asian,2.0
2017 Perodua AXIA 1.0 Advance Hatchback - (A) 1 YEAR WARRANTY,"RM 32,800",Perodua AXIA,90 - 95K KM,Automatic,"Penang, Bukit Mertajam",32800.0,92500.0,2017.0,Penang,Perodua,Asian,1.0
2019 Honda City 1.5 E i-VTEC Sedan - (A),"RM 62,800",Honda City,75 - 80K KM,Automatic,"Penang, Bukit Mertajam",62800.0,77500.0,2019.0,Penang,Honda,Asian,1.5
2020 Perodua Myvi 1.5 AV Hatchback - (A) 1 YEAR WARRANTY,"RM 48,800",Perodua Myvi,70 - 75K KM,Automatic,"Penang, Bukit Mertajam",48800.0,72500.0,2020.0,Penang,Perodua,Asian,1.5
2016 BMW X1 2.0 sDrive20i Sport Line SUV - (A) 1 YEAR WARRANTY,"RM 82,800",BMW X1,85 - 90K KM,Automatic,"Penang, Bukit Mertajam",82800.0,87500.0,2016.0,Penang,BMW,Continental,2.0
2020 Lexus RX300 2.0 F Sport SUV - PanRoof Low Mileage Red Leather Nego Till Let Go,"RM 288,000",Lexus RX300,10 - 15K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",288000.0,12500.0,2020.0,Kuala Lumpur,Lexus,Asian,2.0
2019 Toyota Alphard 2.5 G S C Package MPV - BIGSALE MODELLISTA 2PD 7S PB 3 EYES,"RM 248,888",Toyota Alphard,20 - 25K KM,Automatic,"Selangor, Puchong",248888.0,22500.0,2019.0,Selangor,Toyota,Asian,2.5
2019/2021 Porsche Cayenne 2.9 S SUV - COUPE (A) Twin Head Rest Display Full Leather Seat Gls Premium Full Spec Sport 5 DAY MONEY BACK GUARANTEE,"RM 638,800",Porsche Cayenne,10 - 15K KM,Automatic,"Kuala Lumpur, Setapak",638800.0,12500.0,2019.0,Kuala Lumpur,Porsche,Continental,2.9
"2020 Lexus RX300 2.0 F Sport SUV - READY STOCK , Mark Levinson Sound System, Panoramic Roof, Red Interior and MORE","RM 289,000",Lexus RX300,30 - 35K KM,Automatic,"Selangor, Shah Alam",289000.0,32500.0,2020.0,Selangor,Lexus,Asian,2.0
2019 Toyota Rush 1.5 S SUV - G 7 SEATER KEYLESS PUSHSTART FULL LEATHER SEAT 360 REVERSE CAM,"RM 61,800",Toyota Rush,115 - 120K KM,Automatic,"Kuala Lumpur, Cheras",61800.0,117500.0,2019.0,Kuala Lumpur,Toyota,Asian,1.5
2017 Honda Civic 1.8 S i-VTEC Sedan - (A) NO PROCESSING CHARGE,"RM 70,800",Honda Civic,110 - 115K KM,Automatic,"Kuala Lumpur, Cheras",70800.0,112500.0,2017.0,Kuala Lumpur,Honda,Asian,1.8
2018 Mazda CX-5 2.5 SKYACTIV-G GLS SUV - L AUTO- FULL SERVICE CAR,"RM 98,800",Mazda CX-5,70 - 75K KM,Automatic,"Selangor, Petaling Jaya",98800.0,72500.0,2018.0,Selangor,Mazda,Asian,2.5
2018 Toyota Noah 2.0 MPV - BIGSALE G MODELLISTA BODYKIT 2PD 7S PUSHSTART ANDROID PLAYER BROWN FABRIC SEATS DUAL TONE INTERIOR,"RM 141,800",Toyota Noah,30 - 35K KM,Automatic,"Selangor, Puchong",141800.0,32500.0,2018.0,Selangor,Toyota,Asian,2.0
2016 Toyota Hilux 2.5 G VNT Dual Cab Pickup Truck - VNT (M) WARRANTY 1 YEAR - 4X4 4WD - DOUBLE CAB - DUAL CAB - 1 OWNER - SELLING CHEAP IN MARKET PLACE,"RM 55,800",Toyota Hilux,80 - 85K KM,Manual,"Kuala Lumpur, Batu Caves / Selayang",55800.0,82500.0,2016.0,Kuala Lumpur,Toyota,Asian,2.5
2021 Volkswagen Tiguan 1.4 Allspace Highline SUV - FULL SERVICE RECORD UNDER WARRANTY 7 SEAT PADDLE SHIFT POWER BOOT REAR AIRCOND VENT,"RM 116,800",Volkswagen Tiguan,45 - 50K KM,Automatic,"Kuala Lumpur, Cheras",116800.0,47500.0,2021.0,Kuala Lumpur,Volkswagen,Continental,1.4
2020 Proton Iriz 1.6 Premium Hatchback - PUSH START FULL LEATHER SEAT REVERSE CAM 1 MALAY LADY OWNER,"RM 33,800",Proton Iriz,40 - 45K KM,Automatic,"Kuala Lumpur, Cheras",33800.0,42500.0,2020.0,Kuala Lumpur,Proton,Asian,1.6
