Description,List_Price,Model,Mileage,Gear_Type,Location,Price,Year,State,Brand,Origin,Engine_L,Car_Age,Log_Price,Annual_Mileage,Has_Warranty
2023 Perodua AXIA 1.0 E Hatchback - PROMO SIAP OTR WARRANTY 5THN MILEAGE 10K SHJ FULL SERVICE REKOD LCD SCREEN,"RM 18,988",Perodua AXIA,12500.0,Manual,"Kuala Lumpur, Jln Ampang",18988.0,2023.0,Kuala Lumpur,Perodua,Asian,1.0,2.0,9.851615143125416,6250.0,1
2025 Peugeot 2008 1.2 Allure SUV,"-6% RM 82,900",Peugeot 2008,11.0,Automatic,"Kuala Lumpur, Setiawangsa",82900.0,2025.0,Kuala Lumpur,Peugeot,Continental,1.2,0.0,11.325402403776808,11.0,0
2024 Toyota Alphard 2.5 Z 7-Seater MPV - HUD AUTO PARKING MOONROOF DIM,"RM 290,800",Toyota Alphard,17500.0,Automatic,"Kuala Lumpur, Jalan Kuching",290800.0,2024.0,Kuala Lumpur,Toyota,Asian,2.5,1.0,12.580394463425135,17500.0,0
2022 Volvo XC40 2.0 T5 R-Design SUV - CLEAR STOCK PRICE LIMITED,"RM 108,800",Volvo XC40,97500.0,Automatic,"Kuala Lumpur, Jalan Kuching",108800.0,2022.0,Kuala Lumpur,Volvo,Continental,2.0,3.0,11.597275804538212,32500.0,0
2018 Hyundai Grand Starex 2.5 Royale MPV - PREMIUM WARRANTY,"RM 67,800",Hyundai Grand Starex,67500.0,Automatic,"Selangor, Serdang",67800.0,2018.0,Selangor,Hyundai,Asian,2.5,7.0,11.124332223082254,9642.857142857143,1
2021 BMW X4 2.0 xDrive30i M Sport SUV - FULL SERVICE RECOND AT,"RM 178,800",BMW X4,102500.0,Automatic,"Kuala Lumpur, Jalan Kuching",178800.0,2021.0,Kuala Lumpur,BMW,Continental,2.0,4.0,12.094028734547074,25625.0,0
2015 Toyota Estima 2.4 Aeras MPV - SPORT RIMS PREMIUM 2 POWER DOOR 7 SEATER,"RM 82,800",Toyota Estima,92500.0,Automatic,"Selangor, Seri Kembangan",82800.0,2015.0,Selangor,Toyota,Asian,2.4,10.0,11.324195417595107,9250.0,0
2021 Honda BR-V 1.5 V SUV - TIPTOP WARRANTY MACAM BARU,"RM 48,800",Honda BR-V,42500.0,Automatic,"Selangor, Seri Kembangan",48800.0,2021.0,Selangor,Honda,Asian,1.5,4.0,10.795506083434564,10625.0,1
2009 Toyota Camry 2.0 G Sedan - CLEAR STOCK,"RM 16,800",Toyota Camry,147500.0,Automatic,"Kuala Lumpur, Jalan Kuching",16800.0,2009.0,Kuala Lumpur,Toyota,Asian,2.0,16.0,9.729193687429403,9218.75,0
2022 Volkswagen Tiguan 1.4 Allspace Highline SUV - FULL SERVICE RECOND,"RM 74,800",Volkswagen Tiguan,67500.0,Automatic,"Kuala Lumpur, Jalan Kuching",74800.0,2022.0,Kuala Lumpur,Volkswagen,Continental,1.4,3.0,11.222586532857163,22500.0,0
2016 Land Rover Range Rover 4.4 SDV8 Vogue Autobiography LWB SUV,"RM 268,800",Land Rover Range Rover,102500.0,Automatic,"Kuala Lumpur, Jalan Kuching",268800.0,2016.0,Kuala Lumpur,Land Rover,Continental,4.4,9.0,12.501726607862306,11388.888888888889,0
2013 Mercedes-Benz E250 2.0 Avantgarde Sedan - MERCEDES BENZ (A) WITH SUNROOF Genuige Mil FSR MERCEDES MALAYSIA KEYLESS REAR VIEW CAMERA Carlist Qualified car,"RM 49,900",Mercedes-Benz E250,122500.0,Automatic,"Selangor, Kajang",49900.0,2013.0,Selangor,Mercedes-Benz,Continental,2.0,12.0,10.817796321618971,10208.333333333334,0
2017 Volkswagen Polo 1.6 Hatchback - ONE OWNER LOW MILEAGE,"RM 24,800",Volkswagen Polo,87500.0,Automatic,"Kuala Lumpur, Cheras",24800.0,2017.0,Kuala Lumpur,Volkswagen,Continental,1.6,8.0,10.118639253920785,10937.5,0
2014 Proton Perdana 2.0 E Sedan - Executive FULL LEATHER SEATS,"RM 18,800",Proton Perdana,142500.0,Automatic,"Kuala Lumpur, Cheras",18800.0,2014.0,Kuala Lumpur,Proton,Asian,2.0,11.0,9.841665338892785,12954.545454545454,0
2018 Nissan Serena 2.0 S-Hybrid High-Way Star Premium MPV - FULL SERVICE RECORD,"RM 56,800",Nissan Serena,132500.0,Automatic,"Kuala Lumpur, Cheras",56800.0,2018.0,Kuala Lumpur,Nissan,Asian,2.0,7.0,10.947309210188068,18928.571428571428,0
2019 Proton X70 1.8 Premium SUV - FULL SERVICE RECORD,"RM 41,800",Proton X70,107500.0,Automatic,"Kuala Lumpur, Cheras",41800.0,2019.0,Kuala Lumpur,Proton,Asian,1.8,6.0,10.640675541671662,17916.666666666668,0
2014/2018 Toyota Vellfire 2.4 Z Golden Eyes MPV - Golden Eyes ORI PAINT POWER BOOT,"RM 73,800",Toyota Vellfire,142500.0,Automatic,"Kuala Lumpur, Cheras",73800.0,2014.0,Kuala Lumpur,Toyota,Asian,2.4,11.0,11.209127560632263,12954.545454545454,0
2020 BMW X3 2.0 xDrive30i M Sport SUV - GUARANTEE SUPER NICE CAR WARRANTY BY MALAYSIA AND FREE SERVICE,"RM 119,800",BMW X3,57500.0,Automatic,"Selangor, Kajang",119800.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.693587311874056,11500.0,1
2021 Toyota Hilux 2.4 Single Cab Pickup - PICK UP 4X4 MANUAL FULL LEATHER SEAT COMMERCIAL USE ANTI-LOCKING BRAKING SYSTEM ELECTRONIC BRAKE FORCE GOOD DEALS,"RM 76,900",Toyota Hilux,58540.0,Manual,"Selangor, Kajang",76900.0,2021.0,Selangor,Toyota,Asian,2.4,4.0,11.250274159310356,14635.0,0
2019 Volvo XC90 2.0 T8 Twin Engine Inscription SUV - INSCRIPTION PLUS F Spec Bowers Wilkins 360Cam GenuineLowUNDER Warranty 2027,"RM 143,800",Volvo XC90,42500.0,Automatic,"Selangor, Kajang",143800.0,2019.0,Selangor,Volvo,Continental,2.0,6.0,11.876185678347824,7083.333333333333,1
2021 Volvo XC90 2.0 Recharge T8 Inscription Plus SUV - (A) NEW FACELIFT 462HP WARRANTY TILL 2029 POLESTAR BOWER WILKINS SOUND SYSTEM,"RM 183,800",Volvo XC90,52500.0,Automatic,"Selangor, Kajang",183800.0,2021.0,Selangor,Volvo,Continental,2.0,4.0,12.121608929585332,13125.0,1
2018 Volvo XC90 2.0 T8 Twin Engine Inscription Plus SUV - INSCRIPTION PLUS F Spec Bowers Wilkins 360Cam GenuineLowUNDER Warranty 2027,"RM 109,800",Volvo XC90,77500.0,Automatic,"Selangor, Kajang",109800.0,2018.0,Selangor,Volvo,Continental,2.0,7.0,11.606424915484219,11071.42857142857,1
2018 Honda CR-V 1.5 TC SUV,"RM 80,400",Honda CR-V,142500.0,Automatic,"Penang, Juru",80400.0,2018.0,Penang,Honda,Asian,1.5,7.0,11.294781892900653,20357.14285714286,0
2015 Toyota Avanza 1.5 G MPV - Facelift 5-Years Warranty,"RM 36,800",Toyota Avanza,77500.0,Automatic,"Perak, Sitiawan",36800.0,2015.0,Perak,Toyota,Asian,1.5,10.0,10.513280297700861,7750.0,1
2021 Volvo XC90 2.0 T8 Twin Engine Inscription SUV - NEW FACELIFT 462HP WARRANTY TILL 2029 POLESTAR BOWER WILKINS SOUND SYSTEM,"RM 183,800",Volvo XC90,57500.0,Automatic,"Selangor, Kajang",183800.0,2021.0,Selangor,Volvo,Continental,2.0,4.0,12.121608929585332,14375.0,1
2021 BMW 330i 2.0 M Sport Driving Assist Pack Sedan - M - Warranty Service till 2026 - AppleCarplay,"RM 152,800",BMW 330i,67500.0,Automatic,"Selangor, Kajang",152800.0,2021.0,Selangor,BMW,Continental,2.0,4.0,11.93689170019576,16875.0,1
2021 BMW 330i 2.0 M Sport Driving Assist Pack Sedan - Warranty Service till 2026 - AppleCarplay,"RM 153,800",BMW 330i,52500.0,Automatic,"Selangor, Kajang",153800.0,2021.0,Selangor,BMW,Continental,2.0,4.0,11.943414837983129,13125.0,1
2010/2011 Mercedes-Benz E200 1.8 Avantgarde CGI Wagon - YEAR MADE Done AMG Convert ((( FREE 1 Year Warranty ))) 2011,"RM 26,800",Mercedes-Benz E200,127500.0,Automatic,"Kuala Lumpur, Cheras",26800.0,2010.0,Kuala Lumpur,Mercedes-Benz,Continental,1.8,15.0,10.196194479235656,8500.0,1
2021 BMW 330i 2.0 M Sport Driving Assist Pack Sedan - SPORT SUPER NICE CAR - Warranty Service till 2026 - AppleCarplay,"RM 155,800",BMW 330i,47500.0,Automatic,"Selangor, Kajang",155800.0,2021.0,Selangor,BMW,Continental,2.0,4.0,11.956334830883424,11875.0,1
2021 BMW 330i 2.0 M Sport Driving Assist Pack Sedan - Warranty Service till 2026 - AppleCarplay,"RM 155,800",BMW 330i,42500.0,Automatic,"Selangor, Kajang",155800.0,2021.0,Selangor,BMW,Continental,2.0,4.0,11.956334830883424,10625.0,1
2022 Mercedes-Benz GLC300 2.0 4MATIC AMG Line SUV - Full Spec GENUINE 36K KM ONLY Full Service Record Maintained By C C Panoramic Sunroof Car King Condition,"RM 213,800",Mercedes-Benz GLC300,37500.0,Automatic,"Selangor, Subang Jaya",213800.0,2022.0,Selangor,Mercedes-Benz,Continental,2.0,3.0,12.272800954830618,12500.0,0
2022 BMW 330i 2.0 M Sport Driving Assist Pack Sedan - SPORT - Warranty Service - AppleCarplay FULL SERVICE RECORD ANS FREE SERVIVE BY MAL,"RM 166,800",BMW 330i,52500.0,Automatic,"Selangor, Jeram",166800.0,2022.0,Selangor,BMW,Continental,2.0,3.0,12.02455676409265,17500.0,1
2022 BMW 330i 2.0 M Sport Driving Assist Pack Sedan - Warranty Service till 2026 - AppleCarplay,"RM 169,800",BMW 330i,67500.0,Automatic,"Selangor, Kajang",169800.0,2022.0,Selangor,BMW,Continental,2.0,3.0,12.04238244212355,22500.0,1
2018 Mazda CX-3 2.0 SKYACTIV-G GVC SUV - Facelift F Service 35k-Mileage,"RM 58,800",Mazda CX-3,37500.0,Automatic,"Perak, Sitiawan",58800.0,2018.0,Perak,Mazda,Asian,2.0,7.0,10.981914140544825,5357.142857142857,0
2015 Mercedes-Benz C180 1.6 Avantgarde Sedan - 2019 MERCERDES BENZ (JAPAN SPEC) (A) KEY LESS PUSH START PADDLE SHIFT BLIND SPOT SENSOR ELETRONIC SEAT W 3MEMORY,"RM 59,700",Mercedes-Benz C180,102500.0,Automatic,"Selangor, Seri Kembangan",59700.0,2015.0,Selangor,Mercedes-Benz,Continental,1.6,10.0,10.997104049659168,10250.0,0
2020 BMW 320i 2.0 Sport Driving Assist Pack Sedan - SAFETY FUNCTION FULL SERVICE RECORD LOW MILEAGE 85K KM ALL TYRE LIKE NEW G20,"RM 109,700",BMW 320i,87500.0,Automatic,"Selangor, Seri Kembangan",109700.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.605513761992055,17500.0,0
2018 BMW X3 2.0 xDrive30i Luxury SUV - GOT SERVICE RECORD BROWN COLOR SEAT B48 TURBO ENGINE 8 SPEED GEAR BOX AWD POWER BOOT G01,"RM 83,700",BMW X3,102500.0,Automatic,"Selangor, Seri Kembangan",83700.0,2018.0,Selangor,BMW,Continental,2.0,7.0,11.3350062038375,14642.857142857143,0
"2016 Honda HR-V 1.8 V SUV - , 1 YEAR WARRANTY , MICHELIN TYRES , FULL SERVICE RECORD , REVERSE CAMERA , PUSH START , MONTHLY 600 1 OWNER ONLY","RM 37,800",Honda HR-V,107500.0,Automatic,"Selangor, Kajang",37800.0,2016.0,Selangor,Honda,Asian,1.8,9.0,10.540090836284206,11944.444444444445,1
2019 Honda HR-V 1.8 RS SUV - FACELIFT FULL SERVICE RECORD FREE WARRANTY 3 YEAR T C REVEE CAMERA WHITE COLOR LEATHER SEAT POWER SEAT,"RM 58,700",Honda HR-V,112500.0,Automatic,"Selangor, Seri Kembangan",58700.0,2019.0,Selangor,Honda,Asian,1.8,6.0,10.980212041446208,18750.0,1
2010 Honda Accord 2.4 VTi-L Sedan,"RM 16,800",Honda Accord,117500.0,Automatic,"Kuala Lumpur, Setapak",16800.0,2010.0,Kuala Lumpur,Honda,Asian,2.4,15.0,9.729193687429403,7833.333333333333,0
2022 BMW X5 3.0 xDrive45e M Sport SUV - (A) CAR WARRANTY TILL 2027 HYBRID WARRANTY TILL 2030 FULL SERVICE 53K KM FULL DIGITAL METER PANROOF,"RM 239,700",BMW X5,52500.0,Automatic,"Selangor, Seri Kembangan",239700.0,2022.0,Selangor,BMW,Continental,3.0,3.0,12.387147592295292,17500.0,1
2015 Honda HR-V 1.8 V SUV - HRV FULL SPEC KEYLESS PUSH START LED DAYLIGHT SEMI LEATHER SEAT AUTO CRUISE FUNCTION STEERING WARRANTY (T C),"RM 36,700",Honda HR-V,112500.0,Automatic,"Selangor, Seri Kembangan",36700.0,2015.0,Selangor,Honda,Asian,1.8,10.0,10.510559281627845,11250.0,1
2019 Perodua Myvi 1.5 H Hatchback,"RM 39,800",Perodua Myvi,97500.0,Automatic,"Perak, Ipoh",39800.0,2019.0,Perak,Perodua,Asian,1.5,6.0,10.591647316585027,16250.0,0
2017 Honda Civic 1.8 S Sedan - (A) FULL SERVICE RECORD FREE WARRANTY(T C) REVERSE CAMERA POWER SEAT,"RM 53,700",Honda Civic,147500.0,Automatic,"Selangor, Seri Kembangan",53700.0,2017.0,Selangor,Honda,Asian,1.8,8.0,10.891186902297498,18437.5,1
2019 Nissan Almera 1.5 E Black Series Sedan - (A) Black Edition Like New,"RM 30,800",Nissan Almera,112500.0,Automatic,"Perak, Sitiawan",30800.0,2019.0,Perak,Nissan,Asian,1.5,6.0,10.335302435967074,18750.0,0
2019 Mercedes-Benz C200 1.5 Avantgarde Sedan - FULL SERVICE RECORD BY HAP SENG STAR DIGITAL METER C63 AMG BODYKIT W205 FACELIFT WARRANTY (T C),"RM 101,700",Mercedes-Benz C200,82500.0,Automatic,"Selangor, Seri Kembangan",101700.0,2019.0,Selangor,Mercedes-Benz,Continental,1.5,6.0,11.52979241483,13750.0,1
2024 Perodua Bezza 1.0 G Sedan - FACELIFT (A) FULL SERVICE RECORD UNDER WARRANTY TILL 2029 ARPIL ON THE ROAD PRICE WITHOUT INSURANCE,"RM 29,700",Perodua Bezza,32500.0,Manual,"Selangor, Seri Kembangan",29700.0,2024.0,Selangor,Perodua,Asian,1.0,1.0,10.298935994257638,32500.0,1
"2010 Toyota Camry 2.0 G Sedan - FACELIFT , SERVICE ON TIME , COLD AIRCOND JANJI , TIPTOP CONDITION , DUAL ZONE CLIMATE CONTROLS 1 OWNER ONLY , TIPTOP","RM 23,800",Toyota Camry,147500.0,Automatic,"Kuala Lumpur, Cheras",23800.0,2010.0,Kuala Lumpur,Toyota,Asian,2.0,15.0,10.077482875583607,9833.333333333334,0
2015 Toyota Camry 2.0 G Sedan - FACELIFT SPEC FREE WARRANTY 3 YEAR FULL LEATHER SEAT REVERSE CAMERA POWER SEAT CRUISE CONTROL,"RM 57,700",Toyota Camry,112500.0,Automatic,"Selangor, Seri Kembangan",57700.0,2015.0,Selangor,Toyota,Asian,2.0,10.0,10.96302978336854,11250.0,1
2021 Honda Civic 1.8 S Sedan - FACELIFT FULL SERVICE RECORD REVERSE CAMRA CRUISE CONTROL POWER SEAT,"RM 63,700",Honda Civic,112500.0,Automatic,"Selangor, Seri Kembangan",63700.0,2021.0,Selangor,Honda,Asian,1.8,4.0,11.06195554002416,28125.0,0
2023 Honda HR-V 1.5 e:HEV RS SUV - eHEV RS NEW FACELIFT FULL SPEC FULL SERVICE WITH UNDER WARRANTY SENSING SAFETY FUNCTION HRV RS,"RM 99,700",Honda HR-V,42500.0,Automatic,"Selangor, Seri Kembangan",99700.0,2023.0,Selangor,Honda,Asian,1.5,2.0,11.5099309859899,21250.0,1
2018 Perodua Myvi 1.3 X Hatchback - PREMIUM GEN-3 AMG FULL SERVICE RECORD ORIGINAL MILEAGE 104K KM KEYLESS PUSH START,"RM 27,700",Perodua Myvi,102500.0,Automatic,"Selangor, Seri Kembangan",27700.0,2018.0,Selangor,Perodua,Asian,1.3,7.0,10.229223792606835,14642.857142857143,0
2015/2016 Kia Cerato 1.6 Sedan - (A) YD Full service Record By Dealer Full Leather Seat Push Start Engine Button Year Made Genuine Infor,"RM 22,222",Kia Cerato,97500.0,Automatic,"Selangor, Petaling Jaya",22222.0,2015.0,Selangor,Kia,Asian,1.6,10.0,10.008883067581468,9750.0,0
2023 Hyundai Staria 2.2 Max MPV - Prime Premium Model 2 x Power DOOR and 1 Power BOOT Made Done 22k km by Record,"RM 179,000",Hyundai Staria,22500.0,Automatic,"Selangor, Petaling Jaya",179000.0,2023.0,Selangor,Hyundai,Asian,2.2,2.0,12.095146671399466,11250.0,0
2019 Hyundai Tucson 2.0 Elegance SUV - Year Made Tahun Dibuat Facelift White Premium Edition Model,"RM 60,000",Hyundai Tucson,62500.0,Automatic,"Selangor, Petaling Jaya",60000.0,2019.0,Selangor,Hyundai,Asian,2.0,6.0,11.002116507732017,10416.666666666666,0
2024 Hyundai Staria 2.2 Premium MPV - MAX Prime Yr. Make 2023 Free MAINTENANCE PACKAGE 2 x Power DOOR and 1 Power BOOT Done 12k km by Sime Darby Record,"RM 187,000",Hyundai Staria,7500.0,Automatic,"Selangor, Petaling Jaya",187000.0,2024.0,Selangor,Hyundai,Asian,2.2,1.0,12.138869243416009,7500.0,0
2013 Ford S-Max 2.0 Ecoboost MPV - 7 Seater Year Made Panoramic Glass Auto Curtain Roof GOOD Good CONDITION,"RM 15,000",Ford S-Max,112500.0,Automatic,"Selangor, Petaling Jaya",15000.0,2013.0,Selangor,Ford,Continental,2.0,12.0,9.61587214452889,9375.0,0
2012 Ford Fiesta 1.6 Sport Hatchback - Aeroback Ti-VCT (A) Full service By Malaysia Genuine Infor,"RM 14,400",Ford Fiesta,67500.0,Automatic,"Selangor, Petaling Jaya",14400.0,2012.0,Selangor,Ford,Continental,1.6,13.0,9.575052927597383,5192.307692307692,0
2019 Hyundai Tucson 2.0 Elegance SUV - Year Made Tahun Dibuat Facelift Silver Premium Edition Model,"RM 60,000",Hyundai Tucson,62500.0,Automatic,"Selangor, Petaling Jaya",60000.0,2019.0,Selangor,Hyundai,Asian,2.0,6.0,11.002116507732017,10416.666666666666,0
"2018 Honda Civic 1.5 TC-P Sedan - TC VTEC Premium , NO PROCESSING FEE , 62K LOW MILEAGE , FULL SERVICE RECORD , 1 YEAR WARRANTY , APPE CAR PLAY 1 OWNER ONLY","RM 76,800",Honda Civic,62500.0,Automatic,"Kuala Lumpur, Cheras",76800.0,2018.0,Kuala Lumpur,Honda,Asian,1.5,7.0,11.248972939884327,8928.57142857143,1
2005 Toyota Avanza 1.3 MPV - Year Made Original Mileage 93K km,"RM 13,800",Toyota Avanza,92500.0,Automatic,"Selangor, Petaling Jaya",13800.0,2005.0,Selangor,Toyota,Asian,1.3,20.0,9.53249633228804,4625.0,0
2016 Ford Ranger 2.2 XLT High Rider Dual Cab Pickup - XLT (A)4x4.FULL SERVICE RECORD.NEVER OFF ROAD.ORIGINAL PAINT,"RM 43,800",Ford Ranger,122500.0,Automatic,"Kuala Lumpur, Cheras",43800.0,2016.0,Kuala Lumpur,Ford,Continental,2.2,9.0,10.687411927154141,13611.111111111111,0
2016 Land Rover Defender 2.2 Dual Cab SUV - Double Cab 110 Puma Model Year 2015 Done 35k km wt Service Booklet By Sime Darby Malaysia Record,"RM 180,000",Land Rover Defender,32500.0,Manual,"Selangor, Petaling Jaya",180000.0,2016.0,Selangor,Land Rover,Continental,2.2,9.0,12.100717685412471,3611.1111111111113,0
2023 Honda CR-V 2.0 SUV - Year 2022 2 x Electric Seat Service Record Booklet n WARRANTY By Malaysia till 2027 2027 2027 WHITE Edition Model,"RM 103,333",Honda CR-V,57500.0,Automatic,"Selangor, Petaling Jaya",103333.0,2023.0,Selangor,Honda,Asian,2.0,2.0,11.54572173938531,28750.0,1
2010/2015 Toyota Alphard 2.4 G 240S Prime Selection MPV,"RM 55,800",Toyota Alphard,177500.0,Automatic,"Kuala Lumpur, Setapak",55800.0,2010.0,Kuala Lumpur,Toyota,Asian,2.4,15.0,10.929547069355774,11833.333333333334,0
2023 Honda CR-V 2.0 SUV - Year 2022 2 x Electric Seat 32K km Service Record Booklet n WARRANTY By Malaysia till 2027 2027 2027 Silver Edition Mode,"RM 108,000",Honda CR-V,27500.0,Automatic,"Selangor, Petaling Jaya",108000.0,2023.0,Selangor,Honda,Asian,2.0,2.0,11.58989576532275,13750.0,1
2015 BMW X5 3.0 xDrive35i SUV - Petrol Twin Power Turbo Panoramic Roof 7 Sport Seater 2 x DVD Player HUD Sport Display Yr PREMIUM MODEL Genuine Infor,"RM 88,000",BMW X5,62500.0,Automatic,"Selangor, Petaling Jaya",88000.0,2015.0,Selangor,BMW,Continental,3.0,10.0,11.385103457032141,6250.0,0
2017 Mercedes-Benz CLA200 1.6 AMG Line Coupe - AMG Sport Line Original Facelift 68k km by Mercedes Benz Record Premium Grey Edition Model,"RM 80,000",Mercedes-Benz CLA200,62500.0,Automatic,"Selangor, Petaling Jaya",80000.0,2017.0,Selangor,Mercedes-Benz,Continental,1.6,8.0,11.289794413577894,7812.5,0
2020 Toyota Fortuner 2.4 SUV - (A) VRZ Mileage 20k km full Service Record Green Engine Year Under WARRANTY WARRANTY WARRANTY Genuine Information,"RM 143,300",Toyota Fortuner,17500.0,Automatic,"Selangor, Petaling Jaya",143300.0,2020.0,Selangor,Toyota,Asian,2.4,5.0,11.872702592158976,3500.0,1
2013/2016 Toyota Vellfire 2.4 Z Golden Eyes MPV - 7S,"RM 73,800",Toyota Vellfire,67500.0,Automatic,"Kuala Lumpur, Titiwangsa",73800.0,2013.0,Kuala Lumpur,Toyota,Asian,2.4,12.0,11.209127560632263,5625.0,0
2017 Porsche 911 4.0 GT3 Coupe - IMPORT BARU,"RM 1,100,000",Porsche 911,22500.0,Automatic,"Selangor, Petaling Jaya",1100000.0,2017.0,Selangor,Porsche,Continental,4.0,8.0,13.910821646859095,2812.5,0
2022 Honda CR-V 1.5 TC-P SUV - Year 2021 Done 59k km SERVICE Record Booklet under WARRANTY By Full Premium Edition Genuine Information,"RM 115,000",Honda CR-V,52500.0,Automatic,"Selangor, Petaling Jaya",115000.0,2022.0,Selangor,Honda,Asian,1.5,3.0,11.652696102959753,17500.0,1
2015 BMW X5 3.0 xDrive35i SUV - Petrol Twin Power Turbo Panoramic Roof 7 Sport Seater 2 x DVD Player HUD Sport Display Yr BLACK PREMIUM MODEL Genuine Infor,"RM 88,000",BMW X5,82500.0,Automatic,"Selangor, Petaling Jaya",88000.0,2015.0,Selangor,BMW,Continental,3.0,10.0,11.385103457032141,8250.0,0
2015 BMW X3 2.0 xDrive20i SUV - LCI Facelift Year Plate number WWQ2929 by Service Record White Premium Edition Genuine Infor 3 Years WARRANTY,"RM 60,000",BMW X3,87500.0,Automatic,"Selangor, Petaling Jaya",60000.0,2015.0,Selangor,BMW,Continental,2.0,10.0,11.002116507732017,8750.0,1
2019 BMW X1 2.0 sDrive20i Sport Line SUV - sDrive20i Sport Year Dual Clutch LED Meter 47k Service Auto Bavaria Record Premium Edition Model under 3 Years WArrANtY,"RM 68,000",BMW X1,42500.0,Automatic,"Selangor, Petaling Jaya",68000.0,2019.0,Selangor,BMW,Continental,2.0,6.0,11.127277689932466,7083.333333333333,1
2015/2016 Mercedes-Benz GLA250 2.0 4MATIC SUV - AMG WARRNTY till Year 2029 Wt EXTENSION SPORT SEAT BPW3232 Cost RM7k Service By Mercedes NZ Wheels Genuine Infor,"RM 65,000",Mercedes-Benz GLA250,87500.0,Automatic,"Selangor, Petaling Jaya",65000.0,2015.0,Selangor,Mercedes-Benz,Continental,2.0,10.0,11.082157933374816,8750.0,0
2012 Porsche 911 3.8 Carrera S Coupe,"RM 368,000",Porsche 911,77500.0,Automatic,"Selangor, Petaling Jaya",368000.0,2012.0,Selangor,Porsche,Continental,3.8,13.0,12.81584093453868,5961.538461538462,0
2014 Land Rover Range Rover 5.0 Supercharged Autobiography SUV - V8 Vogue Panoramic Glass T Roof Reg. Year,"RM 179,000",Land Rover Range Rover,72500.0,Automatic,"Selangor, Petaling Jaya",179000.0,2014.0,Selangor,Land Rover,Continental,5.0,11.0,12.095146671399466,6590.909090909091,0
"2019 Toyota Vios 1.5 G Sedan - , NO PROCESSING FEE , 1 YEAR WARRANTY , FULL SERVICE RECORD , 360 CAMERA , PADDLE SHIFTERS , MONTHLY 610 1 OWNER","RM 50,800",Toyota Vios,82500.0,Automatic,"Kuala Lumpur, Cheras",50800.0,2019.0,Kuala Lumpur,Toyota,Asian,1.5,6.0,10.835671318412196,13750.0,1
2018/2021 Mercedes-Benz CLA250 2.0 4MATIC Coupe - Coup AMG Line e Year Made Panoramic Glass Sunroof Harmon Kardon Sound System 3 Year WARRANTY,"RM 110,000",Mercedes-Benz CLA250,62500.0,Automatic,"Selangor, Petaling Jaya",110000.0,2018.0,Selangor,Mercedes-Benz,Continental,2.0,7.0,11.608244735642321,8928.57142857143,1
2021 Honda CR-V 2.0 SUV - Facelift 1Owner Macam Baru,"RM 83,800",Honda CR-V,42500.0,Automatic,"Perak, Sitiawan",83800.0,2021.0,Perak,Honda,Asian,2.0,4.0,11.336200219573199,10625.0,0
2020 BMW 530i 2.0 M Sport Sedan - FULL SERVICE RECORD AND WARRANTY BY AUTO MALAYSIA),"RM 155,800",BMW 530i,92500.0,Automatic,"Selangor, Kajang",155800.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.956334830883424,18500.0,1
2022 Porsche 718 4.0 Cayman GT4 RS Coupe - LOCAL UNIT PRICING INCLUDE DUTY,"RM 1,180,000",Porsche 718,2500.0,Automatic,"Selangor, Petaling Jaya",1180000.0,2022.0,Selangor,Porsche,Continental,4.0,3.0,13.981025843899115,833.3333333333334,0
2018 BMW 530i 2.0 M Sport Sedan - FULL SERVICE RECORD AND WARRANTY BY AUTO MALAYSIA),"RM 139,800",BMW 530i,72500.0,Automatic,"Selangor, Kajang",139800.0,2018.0,Selangor,BMW,Continental,2.0,7.0,11.847975261832087,10357.142857142857,1
2024 Mercedes-Benz E300 2.0 AMG Line Sedan - Full Service Record Under WARRANTY BY C C MALAYSIA TILL 2029,"RM 259,800",Mercedes-Benz E300,32500.0,Automatic,"Selangor, Kajang",259800.0,2024.0,Selangor,Mercedes-Benz,Continental,2.0,1.0,12.467671232325932,32500.0,1
2020 BMW 530i 2.0 M Sport Sedan - FULL SERVICE RECORD AND WARRANTY BY AUTO MALAYSIA),"RM 155,800",BMW 530i,62500.0,Automatic,"Selangor, Kajang",155800.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.956334830883424,12500.0,1
2020 BMW 530i 2.0 M Sport Sedan - FULL SERVICE RECORD AND WARRANTY BY AUTO MALAYSIA),"RM 157,800",BMW 530i,42500.0,Automatic,"Selangor, Kajang",157800.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.969090024509446,8500.0,1
"2021 BMW 320i 2.0 Sport Driving Assist Pack Sedan - M- F.S.R BY , UNDER WARRANTY TIL 2029 , MEMORY SEAT , PADDLE SHIFT , WIRELESS CHARGING , BLIND","RM 123,800",BMW 320i,62500.0,Automatic,"Selangor, Kajang",123800.0,2021.0,Selangor,BMW,Continental,2.0,4.0,11.726430716744437,15625.0,1
2019 Mercedes-Benz C200 1.5 Avantgarde Sedan,"RM 99,800",Mercedes-Benz C200,47500.0,Automatic,"Johor, Johor Bahru",99800.0,2019.0,Johor,Mercedes-Benz,Continental,1.5,6.0,11.510933482289435,7916.666666666667,0
